,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
3367,alt z,0.675,0.523,1.0,-7.598,1.0,0.0444,0.761,3.17e-06,0.109,0.376,94.025
3369,singer-songwriter pop,0.555,0.27,2.0,-15.892,1.0,0.0888,0.931,0.544,0.103,0.271,139.681
3375,alt z,0.736,0.308,11.0,-11.543,1.0,0.0421,0.492,0.00248,0.179,0.439,132.767
3382,alternative metal,0.45,0.0585,4.0,-25.115,1.0,0.154,0.994,0.969,0.669,0.0,206.529
3383,alt z,0.61,0.54,6.0,-6.032,1.0,0.0459,0.682,0.0,0.117,0.683,95.062
3385,alternative metal,0.496,0.863,9.0,-4.153,1.0,0.0381,0.0046,0.0,0.639,0.243,110.018
3387,alt z,0.742,0.527,8.0,-6.892,0.0,0.0769,0.327,0.0,0.25,0.638,84.974
3388,alternative metal,0.384,0.561,3.0,-10.059,0.0,0.0296,0.373,0.253,0.0775,0.159,136.136
3390,filmi,0.781,0.766,7.0,-8.728,1.0,0.0564,0.122,0.000104,0.121,0.798,106.193
3391,filmi,0.586,0.532,11.0,-8.837,0.0,0.0328,0.779,0.000565,0.124,0.494,99.994
3396,brostep,0.743,0.837,1.0,-5.025,0.0,0.0649,0.0172,0.0,0.0743,0.263,103.072
3398,drift phonk,0.711,0.867,0.0,-5.749,1.0,0.246,0.000493,0.603,0.211,0.626,119.973
3400,drift phonk,0.631,0.867,11.0,-2.441,0.0,0.234,0.0146,0.011,0.41,0.76,167.969
3402,drift phonk,0.707,0.772,0.0,-3.273,1.0,0.109,0.000711,0.924,0.194,0.47,150.028
3415,filmi,0.799,0.609,3.0,-6.729,1.0,0.0448,0.0158,0.0,0.0642,0.758,130.031
3417,modern alternative rock,0.646,0.85,2.0,-5.466,1.0,0.0428,0.363,4.01e-05,0.0994,0.819,96.538
3421,alt z,0.696,0.565,5.0,-7.241,0.0,0.0598,0.652,2.12e-06,0.121,0.6,156.109
3424,anime lo-fi,0.718,0.00492,11.0,-31.414,0.0,0.114,0.996,0.973,0.0867,0.307,36.729
3425,anime lo-fi,0.79,0.00885,2.0,-28.05,1.0,0.0724,0.991,0.945,0.106,0.581,110.027
3431,alt z,0.539,0.489,2.0,-8.456,1.0,0.0635,0.59,0.0,0.197,0.515,84.211
3432,alt z,0.628,0.298,11.0,-9.539,1.0,0.0713,0.732,0.0,0.116,0.166,63.762
3441,edm,0.646,0.814,0.0,-4.547,1.0,0.0433,0.0583,6.42e-05,0.118,0.326,127.978
3448,anime,0.221,0.37,7.0,-15.633,0.0,0.049,0.383,0.895,0.0977,0.0342,129.5
3449,pop,0.667,0.613,1.0,-5.353,1.0,0.0344,0.403,0.0,0.115,0.47,91.024
3453,alternative metal,0.525,0.964,5.0,-3.451,0.0,0.0571,0.000328,5.5e-06,0.0527,0.385,90.013
3454,pop,0.628,0.593,8.0,-5.036,1.0,0.0323,0.093,1.65e-06,0.096,0.104,125.026
3456,alternative metal,0.593,0.2,8.0,-11.063,1.0,0.0311,0.904,0.0,0.0897,0.17,83.966
3457,pop,0.718,0.82,5.0,-3.453,0.0,0.0323,0.0444,0.0,0.0846,0.613,92.998
3458,alt z,0.627,0.565,3.0,-6.922,1.0,0.122,0.537,0.0,0.214,0.514,131.083
3461,alternative metal,0.492,0.969,9.0,-4.419,1.0,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136
3464,brostep,0.659,0.625,4.0,-2.253,1.0,0.045,0.0644,0.0,0.582,0.442,88.042
3465,brostep,0.564,0.715,6.0,-4.631,0.0,0.163,0.0415,0.0,0.0923,0.386,169.98
3468,alt z,0.524,0.727,7.0,-5.194,0.0,0.0492,0.419,1.53e-06,0.094,0.484,107.647
3470,alt z,0.598,0.115,2.0,-13.856,1.0,0.0461,0.95,0.0,0.106,0.229,103.402
3476,chill pop,0.725,0.694,10.0,-5.49,1.0,0.039,0.0566,4.54e-05,0.468,0.819,117.962
3481,lo-fi study,0.59,0.128,6.0,-14.127,0.0,0.0782,0.672,0.912,0.216,0.301,82.008
3482,alternative metal,0.16,0.163,1.0,-16.565,0.0,0.0382,0.641,0.335,0.0784,0.0352,80.726
3492,modern alternative rock,0.633,0.766,0.0,-6.696,1.0,0.0445,0.0078,0.00286,0.252,0.394,133.015
3493,pop,0.572,0.759,2.0,-4.312,1.0,0.0506,0.127,0.0,0.224,0.519,80.95
3495,pop,0.608,0.569,0.0,-7.227,1.0,0.0284,0.537,0.0,0.097,0.238,159.845
3504,alt z,0.416,0.649,11.0,-5.271,0.0,0.0385,0.655,2.82e-06,0.12,0.474,112.482
3505,chill pop,0.587,0.639,6.0,-6.883,0.0,0.0769,0.0924,4.53e-06,0.269,0.258,94.927
3506,alternative metal,0.453,0.888,8.0,-3.761,0.0,0.0528,0.0117,5.26e-06,0.0879,0.229,96.548
3507,chill pop,0.666,0.501,2.0,-8.931,1.0,0.0548,0.329,0.0,0.175,0.205,141.941
3508,modern alternative rock,0.333,0.487,7.0,-8.169,1.0,0.0342,0.147,0.0751,0.0801,0.155,188.908
3513,drift phonk,0.688,0.761,4.0,-4.607,0.0,0.163,0.00477,0.414,0.175,0.536,111.011
3521,alternative metal,0.556,0.774,3.0,-6.342,0.0,0.0419,0.0376,0.00315,0.0538,0.614,103.188
3523,drift phonk,0.853,0.851,10.0,-5.106,0.0,0.0392,0.381,0.845,0.0949,0.656,124.993
3527,pop,0.651,0.609,0.0,-9.169,1.0,0.447,0.255,0.0,0.452,0.677,136.152
3528,drift phonk,0.794,0.962,1.0,-3.064,1.0,0.0693,0.00143,0.791,0.0845,0.283,109.998
3530,drift phonk,0.685,0.93,8.0,-4.65,1.0,0.0398,0.153,0.841,0.168,0.487,124.011
3532,drift phonk,0.605,0.682,1.0,-6.874,1.0,0.108,0.0245,0.857,0.263,0.326,124.941
3533,alt z,0.576,0.593,9.0,-6.024,0.0,0.0306,0.0467,0.000767,0.237,0.373,157.993
3536,alt z,0.731,0.452,9.0,-8.116,0.0,0.0608,0.699,1.38e-06,0.0827,0.396,120.032
3537,alt z,0.683,0.42,5.0,-6.51,1.0,0.0542,0.0875,0.0,0.225,0.469,128.621
3540,filmi,0.411,0.729,9.0,-4.738,0.0,0.0983,0.132,0.0,0.177,0.498,96.053
3542,anime lo-fi,0.638,0.0727,4.0,-21.77,1.0,0.0336,0.948,0.919,0.183,0.206,116.126
3544,alt z,0.753,0.266,11.0,-11.453,1.0,0.0478,0.759,0.0,0.11,0.321,142.026
3545,alt z,0.495,0.426,8.0,-9.434,1.0,0.0736,0.152,5.65e-06,0.099,0.0636,97.91
3546,art pop,0.762,0.692,5.0,-3.973,0.0,0.0438,0.113,0.0,0.094,0.397,114.906
3547,alt z,0.529,0.351,1.0,-12.484,1.0,0.0368,0.543,0.0,0.0851,0.529,147.815
3548,filmi,0.668,0.746,1.0,-7.592,1.0,0.0603,0.00335,0.00031,0.0773,0.485,119.696
3550,anime,0.597,0.769,0.0,-6.081,0.0,0.032,0.00888,0.0,0.191,0.498,124.011
3552,modern alternative rock,0.677,0.716,2.0,-5.791,0.0,0.0348,0.209,0.0465,0.248,0.304,83.004
3554,filmi,0.815,0.761,4.0,-7.162,0.0,0.144,0.192,0.0,0.0272,0.82,121.999
3555,filmi,0.635,0.299,1.0,-13.585,0.0,0.0384,0.72,5.69e-05,0.132,0.402,83.983
3556,pop,0.576,0.671,2.0,-6.408,0.0,0.0474,0.0482,0.0,0.114,0.226,114.839
3558,pop,0.406,0.408,3.0,-9.419,1.0,0.053,0.771,7.88e-06,0.394,0.525,79.705
3562,filmi,0.854,0.738,6.0,-5.388,0.0,0.231,0.203,0.0,0.298,0.804,129.989
3563,filmi,0.715,0.864,11.0,-5.013,0.0,0.0751,0.0188,0.0,0.719,0.57,122.016
3566,lo-fi study,0.752,0.251,0.0,-13.532,0.0,0.508,0.403,0.887,0.106,0.165,170.014
3569,singer-songwriter pop,0.634,0.58,1.0,-3.812,1.0,0.0505,0.474,0.0,0.0891,0.515,88.765
3573,pop,0.675,0.604,1.0,-6.266,1.0,0.193,0.752,0.0,0.111,0.456,168.034
3576,edm,0.672,0.8,7.0,-4.919,0.0,0.0372,0.113,0.000302,0.132,0.8,118.013
3578,filmi,0.633,0.567,4.0,-7.296,0.0,0.113,0.386,0.0,0.069,0.353,85.297
3580,alt z,0.199,0.0877,2.0,-18.146,1.0,0.0643,0.964,0.932,0.106,0.123,61.901
3589,art pop,0.627,0.378,1.0,-9.1,0.0,0.0382,0.253,0.000104,0.143,0.221,77.982
3591,anime,0.417,0.793,4.0,-3.072,1.0,0.0438,0.0941,0.0,0.0935,0.289,155.015
3592,pop,0.815,0.771,8.0,-6.052,0.0,0.0392,0.104,0.0027,0.067,0.546,117.941
3593,pop,0.73,0.861,1.0,-4.1,1.0,0.0451,0.39,0.0,0.213,0.704,117.965
3594,pop,0.607,0.669,0.0,-4.443,1.0,0.0384,0.752,0.0,0.105,0.578,115.682
3599,pop,0.755,0.536,8.0,-5.605,1.0,0.12,0.114,0.0,0.0282,0.882,138.969
3601,lo-fi study,0.767,0.165,8.0,-14.837,0.0,0.421,0.701,0.822,0.109,0.404,81.003
3606,filmi,0.778,0.737,0.0,-7.073,1.0,0.195,0.178,6.83e-06,0.0632,0.9,125.031
3610,drift phonk,0.805,0.816,1.0,-4.685,1.0,0.346,0.363,0.826,0.121,0.338,124.966
3615,alt z,0.612,0.289,0.0,-9.508,1.0,0.0279,0.737,0.0,0.0903,0.378,89.93
3619,alt z,0.495,0.909,3.0,-4.223,1.0,0.0683,0.062,0.0,0.367,0.553,158.006
3620,alt z,0.716,0.536,4.0,-8.701,1.0,0.412,0.253,6.83e-06,0.106,0.392,139.82
3623,filmi,0.5,0.588,4.0,-7.66,0.0,0.0362,0.641,4.52e-05,0.327,0.35,81.973
3624,singer-songwriter pop,0.392,0.0894,3.0,-16.046,1.0,0.0476,0.97,6.06e-05,0.108,0.195,87.641
3630,alt z,0.514,0.703,8.0,-6.859,1.0,0.0298,0.0107,7.62e-05,0.13,0.356,157.399
3632,alternative metal,0.641,0.902,1.0,-7.068,1.0,0.18,0.181,0.0,0.654,0.524,133.273
3640,art pop,0.851,0.806,4.0,-4.62,1.0,0.0787,0.118,1.64e-06,0.121,0.787,118.999
3649,alternative metal,0.565,0.897,1.0,-6.319,1.0,0.111,0.000571,0.000879,0.646,0.601,150.356
3655,alt z,0.633,0.829,9.0,-6.304,1.0,0.0496,0.0653,0.0,0.0907,0.333,95.966
3656,modern alternative rock,0.578,0.386,6.0,-11.464,1.0,0.0278,0.208,0.0453,0.307,0.569,154.902
3658,singer-songwriter pop,0.734,0.643,4.0,-5.766,0.0,0.26,0.0605,0.0,0.424,0.92,80.969
3663,pop,0.781,0.67,3.0,-3.912,0.0,0.0452,0.0103,0.0,0.0761,0.595,127.99
3664,lo-fi study,0.594,0.402,11.0,-17.937,0.0,0.211,0.841,0.947,0.0793,0.343,79.162
3667,lo-fi study,0.653,0.294,9.0,-17.487,1.0,0.0576,0.614,0.828,0.188,0.163,79.976
3673,filmi,0.671,0.67,9.0,-9.544,1.0,0.396,0.447,1.1e-05,0.0638,0.7,106.54
3675,alternative metal,0.506,0.976,8.0,-5.066,0.0,0.155,0.00185,0.00204,0.338,0.267,95.16
3676,anime lo-fi,0.648,0.118,8.0,-18.372,1.0,0.032,0.942,0.774,0.0683,0.232,94.485
3679,filmi,0.939,0.933,10.0,-2.688,1.0,0.0819,0.235,1.04e-06,0.0293,0.708,122.994
3683,brostep,0.457,0.899,10.0,-2.591,0.0,0.132,0.0019,0.0,0.831,0.298,147.268
3684,lo-fi study,0.593,0.127,7.0,-20.472,0.0,0.0343,0.958,0.963,0.363,0.0725,120.099
3689,filmi,0.599,0.135,4.0,-12.376,1.0,0.0308,0.845,2.43e-05,0.11,0.168,122.107
3690,filmi,0.698,0.844,6.0,-4.661,1.0,0.0645,0.308,5.38e-05,0.0707,0.82,79.973
3692,anime,0.507,0.972,7.0,-1.488,1.0,0.162,0.103,4.54e-06,0.319,0.856,182.119
3697,drift phonk,0.819,0.91,0.0,-6.592,1.0,0.209,0.0418,0.494,0.664,0.633,122.003
3702,drift phonk,0.716,0.748,8.0,-6.06,1.0,0.0356,0.235,0.849,0.114,0.338,119.918
3709,drift phonk,0.752,0.971,7.0,-1.591,0.0,0.052,0.0393,0.63,0.0916,0.164,108.01
3712,filmi,0.706,0.37,4.0,-10.488,1.0,0.0282,0.709,0.0,0.148,0.385,110.973
3716,filmi,0.766,0.663,2.0,-6.422,0.0,0.0304,0.265,0.0,0.132,0.643,114.968
3717,brostep,0.595,0.961,7.0,-3.781,1.0,0.31,0.0282,0.0,0.271,0.61,174.071
3722,anime lo-fi,0.779,0.35,1.0,-8.725,0.0,0.0306,0.821,0.888,0.108,0.197,116.003
3723,anime lo-fi,0.655,0.00453,1.0,-29.388,0.0,0.064,0.995,0.938,0.0794,0.359,66.678
3725,filmi,0.563,0.495,2.0,-10.272,1.0,0.0362,0.781,0.0,0.0837,0.244,125.998
3736,pop,0.799,0.586,11.0,-6.735,1.0,0.0377,0.162,2.03e-06,0.193,0.549,120.97
3739,anime,0.404,0.901,8.0,-5.991,0.0,0.0616,0.0035,0.0,0.0924,0.715,171.948
3742,dance pop,0.738,0.74,10.0,-5.844,0.0,0.0814,0.115,0.0,0.117,0.549,119.989
3744,chill pop,0.79,0.531,8.0,-8.065,1.0,0.147,0.193,0.0,0.13,0.627,104.512
3745,alt z,0.569,0.38,0.0,-10.289,1.0,0.143,0.745,0.0,0.159,0.421,117.953
3746,alt z,0.701,0.577,0.0,-8.534,1.0,0.0828,0.563,0.000103,0.116,0.461,121.045
3749,alt z,0.671,0.583,4.0,-6.551,0.0,0.0737,0.154,0.0,0.24,0.43,125.916
3751,alternative metal,0.508,0.971,8.0,-3.027,1.0,0.0788,0.00145,0.0,0.62,0.325,130.023
3753,brostep,0.658,0.93,5.0,-2.912,0.0,0.141,0.0236,0.0,0.578,0.132,104.018
3755,pop,0.386,0.426,3.0,-6.642,1.0,0.0363,0.807,0.0,0.14,0.261,180.104
3756,brostep,0.528,0.983,8.0,-3.133,1.0,0.146,0.000518,0.000324,0.18,0.141,144.981
3760,modern alternative rock,0.648,0.594,11.0,-7.027,0.0,0.0293,0.114,0.0462,0.116,0.544,113.983
3763,filmi,0.582,0.62,9.0,-9.689,0.0,0.0364,0.613,0.00141,0.106,0.549,89.992
3768,alt z,0.663,0.559,9.0,-7.568,0.0,0.0339,0.0825,0.0,0.111,0.359,99.966
3770,alt z,0.679,0.61,7.0,-10.936,0.0,0.0305,0.585,9.51e-05,0.156,0.554,123.978
3778,edm,0.657,0.839,0.0,-5.397,1.0,0.0686,0.00602,0.00452,0.0871,0.547,120.054
3781,dance pop,0.706,0.751,9.0,-6.323,1.0,0.0708,0.173,0.0,0.168,0.195,91.031
3782,lo-fi study,0.646,0.0427,2.0,-15.081,0.0,0.34,0.803,0.933,0.0966,0.161,170.017
3786,art pop,0.629,0.538,9.0,-13.242,0.0,0.0438,0.865,0.0268,0.0977,0.363,91.988
3790,lo-fi study,0.569,0.0595,6.0,-23.604,0.0,0.0369,0.921,0.854,0.0876,0.227,128.024
3791,alt z,0.614,0.833,0.0,-4.333,1.0,0.0708,0.108,1.37e-06,0.18,0.811,171.048
3803,brostep,0.636,0.802,2.0,-2.168,1.0,0.167,0.00631,4.14e-05,0.059,0.335,139.815
3804,dance pop,0.597,0.751,6.0,-4.982,0.0,0.193,0.0104,0.0,0.0912,0.568,103.956
3805,dance pop,0.832,0.87,8.0,-4.2,0.0,0.167,0.267,0.0,0.412,0.566,138.003
3806,art pop,0.51,0.589,6.0,-6.388,0.0,0.0316,0.0084,0.000569,0.0958,0.25,120.055
3809,pop,0.687,0.785,1.0,-4.65,1.0,0.0333,0.327,0.0,0.203,0.655,106.046
3815,modern alternative rock,0.733,0.477,2.0,-6.737,0.0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507
3816,pop,0.775,0.329,4.0,-6.962,0.0,0.034,0.838,0.0,0.108,0.252,100.034
3818,alternative metal,0.602,0.921,7.0,-4.633,1.0,0.0604,0.00042,0.000272,0.0983,0.545,108.692
3822,brostep,0.713,0.971,0.0,-1.264,1.0,0.381,0.00228,2.05e-05,0.242,0.676,128.064
3826,alternative metal,0.616,0.91,0.0,-3.004,1.0,0.0386,0.0459,0.0,0.343,0.693,144.072
3829,modern alternative rock,0.562,0.542,0.0,-7.221,1.0,0.053,0.00932,0.348,0.635,0.26,78.031
3834,filmi,0.508,0.761,8.0,-5.118,0.0,0.0422,0.0933,2e-06,0.268,0.339,100.011
3836,lo-fi study,0.639,0.235,10.0,-10.637,0.0,0.196,0.819,0.871,0.113,0.101,79.872
3838,chill pop,0.549,0.398,0.0,-12.397,0.0,0.0332,0.343,0.0961,0.313,0.144,80.039
3840,filmi,0.626,0.522,8.0,-8.369,1.0,0.0307,0.841,0.00129,0.358,0.377,110.986
3841,alternative metal,0.271,0.551,3.0,-8.46,1.0,0.0272,0.0307,0.000581,0.118,0.2,143.899
3843,art pop,0.749,0.873,11.0,-6.395,0.0,0.0568,0.593,0.662,0.107,0.83,103.991
3849,art pop,0.674,0.428,7.0,-9.504,1.0,0.122,0.121,0.0,0.132,0.337,84.878
3851,filmi,0.434,0.378,8.0,-8.7,1.0,0.029,0.766,0.000136,0.115,0.291,92.982
3852,pop,0.773,0.758,1.0,-4.993,1.0,0.0381,0.0422,0.0,0.305,0.925,144.033
3853,brostep,0.646,0.97,5.0,-1.64,1.0,0.129,0.000244,0.00483,0.0668,0.325,140.145
3855,singer-songwriter pop,0.611,0.699,9.0,-5.183,1.0,0.0365,0.117,0.0,0.0632,0.749,154.77
3858,brostep,0.646,0.703,8.0,-4.154,1.0,0.0344,0.418,0.00996,0.138,0.176,108.735
3859,alt z,0.588,0.559,6.0,-6.418,1.0,0.0696,0.274,0.0,0.0756,0.257,125.538
3861,art pop,0.459,0.276,11.0,-10.339,1.0,0.036,0.63,9.5e-05,0.104,0.128,114.169
3862,alt z,0.674,0.413,5.0,-8.051,1.0,0.0351,0.715,6.64e-05,0.104,0.206,139.976
3863,dance pop,0.506,0.805,1.0,-4.119,1.0,0.0469,0.00711,0.00193,0.0856,0.383,126.008
3865,dance pop,0.408,0.868,2.0,-4.438,0.0,0.0837,0.0082,0.0,0.151,0.387,83.469
3871,art pop,0.629,0.545,10.0,-13.123,0.0,0.0546,0.719,0.00308,0.0604,0.194,108.376
3873,alt z,0.651,0.303,0.0,-10.607,0.0,0.0494,0.607,0.0,0.107,0.343,62.929
3883,pop,0.744,0.661,9.0,-5.575,0.0,0.113,0.0446,1.03e-05,0.0678,0.606,109.197
3889,alt z,0.565,0.636,0.0,-8.198,1.0,0.0638,0.107,9.9e-06,0.447,0.525,170.01
3894,singer-songwriter pop,0.908,0.45,7.0,-7.174,1.0,0.314,0.0608,0.0,0.0663,0.515,108.056
3900,drift phonk,0.788,0.871,6.0,-5.782,0.0,0.043,0.172,0.00164,0.115,0.401,128.195
3903,pop,0.782,0.495,4.0,-7.462,0.0,0.0424,0.499,0.0,0.116,0.601,130.958
3907,filmi,0.462,0.457,1.0,-15.251,0.0,0.106,0.186,0.0,0.334,0.535,175.94
3909,dance pop,0.562,0.565,8.0,-5.111,1.0,0.044,0.438,0.0,0.138,0.208,89.862
3911,filmi,0.65,0.479,2.0,-4.431,1.0,0.0281,0.622,0.00298,0.135,0.173,113.99
3915,pop,0.748,0.486,5.0,-8.926,1.0,0.0621,0.457,0.0,0.0762,0.355,122.025
3918,filmi,0.682,0.704,0.0,-9.445,1.0,0.227,0.163,0.0,0.297,0.618,139.985
3919,modern alternative rock,0.414,0.527,4.0,-4.749,0.0,0.0287,0.00971,5.05e-05,0.145,0.306,120.009
3922,anime lo-fi,0.79,0.0183,4.0,-28.659,0.0,0.0789,0.994,0.95,0.101,0.194,99.742
3923,anime lo-fi,0.697,0.00781,4.0,-27.928,0.0,0.0529,0.985,0.962,0.0866,0.219,100.01
3929,edm,0.497,0.757,11.0,-4.189,1.0,0.127,0.0449,0.0,0.119,0.507,169.902
3930,drift phonk,0.615,0.521,2.0,-9.488,1.0,0.0318,0.146,0.772,0.11,0.045,115.016
3931,drift phonk,0.502,0.37,0.0,-12.129,0.0,0.0288,0.231,0.866,0.0699,0.0392,183.41
3932,filmi,0.693,0.638,11.0,-6.715,1.0,0.0498,0.354,3.32e-06,0.0972,0.747,90.005
3934,lo-fi study,0.81,0.23,8.0,-17.331,1.0,0.04,0.969,0.908,0.109,0.308,95.014
3935,anime lo-fi,0.616,0.0185,5.0,-28.892,1.0,0.0887,0.995,0.969,0.112,0.331,70.003
3936,anime lo-fi,0.719,0.0252,5.0,-27.685,1.0,0.0757,0.992,0.966,0.167,0.572,139.987
3937,filmi,0.765,0.796,8.0,-7.095,1.0,0.0537,0.0362,5.12e-05,0.249,0.76,103.033
3938,pop,0.693,0.835,6.0,-3.242,1.0,0.0624,0.131,0.0,0.073,0.744,128.052
3940,alt z,0.533,0.181,8.0,-10.258,1.0,0.0453,0.891,1.11e-05,0.149,0.259,129.83
3942,anime lo-fi,0.631,0.498,2.0,-8.702,0.0,0.0394,0.563,0.888,0.0987,0.249,140.009
3943,anime lo-fi,0.699,0.0148,3.0,-33.153,0.0,0.104,0.996,0.975,0.104,0.465,98.032
3947,lo-fi study,0.378,0.294,5.0,-13.917,0.0,0.0322,0.922,0.95,0.106,0.154,74.919
3960,alternative metal,0.441,0.815,3.0,-4.088,1.0,0.0276,0.000731,0.0,0.414,0.522,164.007
3963,filmi,0.499,0.683,6.0,-6.373,0.0,0.0334,0.703,0.00161,0.0749,0.295,134.95
3964,alt z,0.617,0.315,3.0,-7.998,1.0,0.0326,0.771,0.0,0.0809,0.447,119.822
3967,pop,0.358,0.557,10.0,-7.398,1.0,0.059,0.695,0.0,0.0902,0.494,85.043
3970,drift phonk,0.812,0.974,8.0,-2.327,1.0,0.227,0.695,0.512,0.582,0.064,153.979
3971,modern alternative rock,0.595,0.636,5.0,-5.981,0.0,0.0312,9.45e-05,0.0529,0.196,0.147,112.008
3972,brostep,0.523,0.944,7.0,-3.581,0.0,0.0837,0.00336,0.557,0.119,0.324,139.997
3973,brostep,0.6,0.871,7.0,-4.108,0.0,0.235,0.00207,0.3,0.127,0.639,140.144
3974,brostep,0.93,0.641,7.0,-3.719,0.0,0.346,0.000911,0.0637,0.572,0.345,127.994
3975,brostep,0.618,0.928,0.0,-5.19,1.0,0.211,0.0154,3.95e-06,0.201,0.37,140.031
3980,brostep,0.644,0.88,10.0,0.91,0.0,0.274,0.0225,0.544,0.575,0.415,75.021
3982,art pop,0.514,0.615,5.0,-6.44,0.0,0.0326,0.011,0.06,0.222,0.133,140.039
3984,lo-fi study,0.639,0.067,5.0,-24.718,0.0,0.0798,0.821,0.924,0.358,0.134,88.003
3987,alternative metal,0.46,0.796,0.0,-4.501,0.0,0.0333,0.00107,0.0,0.106,0.182,100.011
3995,pop,0.375,0.461,9.0,-6.202,1.0,0.0279,0.627,0.0,0.386,0.233,75.217
3996,dance pop,0.65,0.714,11.0,-5.933,1.0,0.0274,0.124,0.0,0.095,0.427,132.009
3997,filmi,0.701,0.681,9.0,-6.442,1.0,0.0466,0.134,0.0,0.064,0.81,122.539
4002,singer-songwriter pop,0.384,0.504,9.0,-10.779,1.0,0.0652,0.607,0.0,0.0983,0.397,105.371
4005,art pop,0.538,0.774,5.0,-7.359,1.0,0.0484,0.0164,0.265,0.0685,0.249,127.107
4007,dance pop,0.707,0.861,7.0,-4.225,1.0,0.316,0.1,0.0,0.191,0.795,130.021
4009,alt z,0.678,0.508,1.0,-7.161,1.0,0.35,0.413,3.36e-05,0.327,0.394,172.026
4011,alt z,0.57,0.473,6.0,-7.504,0.0,0.0677,0.512,2.14e-06,0.1,0.632,162.082
4012,brostep,0.499,0.865,10.0,-4.898,0.0,0.0468,0.0984,0.000712,0.497,0.489,158.021
4014,filmi,0.431,0.813,5.0,-6.939,0.0,0.233,0.2,0.0,0.115,0.269,95.026
4015,pop,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977
4019,singer-songwriter pop,0.477,0.167,5.0,-16.664,1.0,0.228,0.881,0.00157,0.268,0.329,85.516
4021,alt z,0.649,0.758,10.0,-5.647,0.0,0.0581,0.0364,4.12e-05,0.36,0.737,120.001
4024,anime lo-fi,0.865,0.226,0.0,-16.294,1.0,0.0807,0.56,0.883,0.181,0.741,90.023
4030,filmi,0.803,0.859,6.0,-4.405,0.0,0.185,0.305,6.18e-05,0.553,0.631,101.007
4035,anime,0.621,0.778,11.0,-3.818,1.0,0.0284,0.00378,2.52e-05,0.103,0.602,122.98
4037,filmi,0.658,0.767,0.0,-5.477,1.0,0.151,0.451,0.0,0.551,0.762,89.985
4050,filmi,0.484,0.545,10.0,-6.607,1.0,0.0485,0.2,0.0,0.188,0.575,114.989
4051,filmi,0.432,0.695,1.0,-8.022,1.0,0.111,0.732,0.0014,0.274,0.513,116.153
4056,alt z,0.492,0.236,2.0,-17.224,1.0,0.0359,0.723,0.159,0.351,0.151,75.102
4057,alt z,0.569,0.726,4.0,-5.343,1.0,0.178,0.1,0.0,0.244,0.373,185.946
4059,anime,0.363,0.914,11.0,-2.899,0.0,0.0983,0.00183,0.0,0.335,0.678,177.968
4060,anime,0.633,0.854,1.0,-3.506,1.0,0.044,0.0275,0.0,0.337,0.81,101.972
4066,anime lo-fi,0.659,0.0252,0.0,-29.631,1.0,0.0644,0.995,0.971,0.118,0.551,72.679
4067,anime lo-fi,0.746,0.0106,9.0,-28.922,0.0,0.108,0.992,0.968,0.106,0.594,109.076
4073,modern alternative rock,0.562,0.53,2.0,-7.665,1.0,0.0286,0.0226,0.00419,0.106,0.391,122.92
4076,pop,0.637,0.39,2.0,-8.915,1.0,0.23,0.675,0.0,0.0687,0.579,99.831
4078,modern alternative rock,0.55,0.872,2.0,-4.742,0.0,0.0588,0.0864,0.000291,0.0617,0.618,142.041
4083,alt z,0.492,0.378,5.0,-7.117,1.0,0.0304,0.811,0.0,0.136,0.497,110.907
4087,pop,0.557,0.457,7.0,-5.372,1.0,0.0335,0.428,0.0,0.0567,0.328,105.918
4090,singer-songwriter pop,0.519,0.256,4.0,-14.184,1.0,0.0444,0.891,0.0,0.181,0.281,122.715
4091,pop,0.733,0.653,11.0,-6.094,1.0,0.0391,0.0179,0.0218,0.184,0.752,119.996
4093,anime lo-fi,0.597,0.136,0.0,-24.173,0.0,0.0366,0.984,0.889,0.248,0.115,135.954
4102,art pop,0.603,0.509,1.0,-6.824,1.0,0.0311,0.374,2.91e-05,0.0627,0.572,136.592
4104,alt z,0.636,0.243,2.0,-9.509,1.0,0.04,0.815,0.0,0.111,0.239,142.016
4105,alt z,0.732,0.85,1.0,-5.999,1.0,0.0444,0.114,2.02e-06,0.0388,0.372,124.024
4111,alt z,0.665,0.61,0.0,-7.655,0.0,0.0436,0.423,0.0,0.127,0.473,127.971
4112,alt z,0.674,0.491,3.0,-10.853,0.0,0.36,0.464,1.77e-05,0.106,0.492,126.038
4115,dance pop,0.939,0.742,5.0,-5.171,0.0,0.0467,0.321,0.0,0.107,0.924,118.978
4116,pop,0.602,0.565,11.0,-6.498,1.0,0.0498,0.329,0.0,0.0622,0.609,208.038
4126,alt z,0.803,0.491,6.0,-7.196,1.0,0.0821,0.121,9.69e-06,0.0689,0.589,121.984
4127,edm,0.799,0.791,2.0,-5.173,1.0,0.109,0.3,0.00089,0.104,0.651,119.993
4130,filmi,0.593,0.773,2.0,-5.591,1.0,0.0339,0.722,0.0,0.117,0.561,133.975
4131,alt z,0.698,0.197,3.0,-8.799,1.0,0.0334,0.875,0.0,0.0799,0.324,109.794
